PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
11,2025-09-03,16:47:15.96,3,1,"Jasa, Carson",814215,Right,NEB,"Buck, Jett",1000352885,Right,NEB,Undefined,1,Top,2,0,0,Fastball,Four-Seam,FoulBallFieldable,Undefined,Undefined,Undefined,0,0,,91.20235,-2.42843,-2.974939,2359.299279,208.664069,1:00,6.50445,1.53793,6.1272,-15.2391,17.92718,9.25268,2.98526,-0.44358,83.87621,-5.331227,-1.309897,0.414496,89.61503,59.256773,30.140429,5224.098042,82.13353,150.44933,73.17156,209.97917,82.49715,46.823228,6.15149,-5.57925,10.22253,-1.31505,50,6.31034,6.5014,-132.3771,-6.05387,-9.96441,26.54146,-13.91692,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,8f181400-890f-11f0-a84e-8d3a62d886e2,90.93569,152.31566,,7.32614,,,,1.60855,2.53184,-0.34158,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:47:15.96,2025-09-03T16:47:15.9676928-05:00,2025-09-03T21:47:15.9676928Z,Popup,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,94907739-dd16-46f9-9c13-e31f5b40af6e,54.37556,-133.25151,13.27073,6.50223,-5.59537,-6.95846,-1.53465,6.82968,-4.9822,197.662046,1.6135,57.97496,-18.9671,4.55443,-0.28135,-0.18801,0.06141,-0.0076,0.00034,2.51116,113.28604,-27.8525,4.34907,-1.34814,0.33537,-0.05062,0.00385,-0.00011,-0.33582,33.6525,-2.40811,-0.02596,0.1598,-0.04758,0.00632,-0.00034,0,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
12,2025-09-03,16:48:00.34,3,2,"Jasa, Carson",814215,Right,NEB,"Buck, Jett",1000352885,Right,NEB,Undefined,1,Top,2,0,1,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.34494,-1.805451,-2.421068,2162.96251,224.606063,1:30,6.70401,1.44395,5.98395,-21.976,12.90009,11.63969,3.19712,0.16845,81.85414,-5.924715,-0.329322,0.425045,99.01839,-1.322509,-55.967201,3962.981438,,,,36.34837,35.84682,-52.799491,0.259507,-6.67784,7.46374,-1.25917,50,6.54905,5.00531,-129.69973,-4.79053,-11.38468,26.91206,-19.44954,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,a98f7030-890f-11f0-a84e-8d3a62d886e2,88.67863,3.8667,,7.49079,,,,2.15596,3.8667,-0.07954,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:48:00.34,2025-09-03T16:48:00.3450880-05:00,2025-09-03T21:48:00.3450880Z,GroundBall,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,671e9cc3-ada4-4923-95f4-f5c2bc68bc85,54.51829,-130.63389,13.45603,6.70362,-4.11541,-9.72477,-1.43977,5.40049,-5.69234,,2.15765,81.172,-18.52608,,,,,,,3.88072,-4.07868,-42.10712,,,,,,,-0.0849,-120.04571,34.01136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Medium,,,
13,2025-09-03,16:48:27.28,3,3,"Jasa, Carson",814215,Right,NEB,"Buck, Jett",1000352885,Right,NEB,Undefined,1,Top,2,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.59069,-0.349539,-2.087703,2250.731357,213.185292,1:00,6.73709,1.45469,5.92959,-19.23288,15.03458,9.06941,4.8098,0.27249,82.05742,-4.002056,-0.460086,0.42132,,,,,,,,,,,,-5.22492,8.13437,-1.2926,50,6.69825,4.3886,-131.41025,-1.39085,-9.06509,29.87952,-18.06119,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,b9a0e710-890f-11f0-a84e-8d3a62d886e2,89.46265,,,8.53327,,,,,,,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:48:27.28,2025-09-03T16:48:27.2859136-05:00,2025-09-03T21:48:27.2859136Z,,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,b96e7f0b-dfe1-4da7-9c58-f565a730421f,54.56842,-132.44493,14.93976,6.73558,-0.76542,-9.03059,-1.45,4.70251,-4.53254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
14,2025-09-03,16:48:47.38,3,4,"Jasa, Carson",814215,Right,NEB,"Buck, Jett",1000352885,Right,NEB,Undefined,1,Top,2,1,2,Fastball,Sinker,HitByPitch,Undefined,Undefined,Undefined,0,0,,91.12668,-0.291199,-2.097411,2436.653976,226.911056,1:30,5.82221,2.99497,6.08174,-19.95174,13.64111,13.38477,3.88996,2.16895,82.72489,-4.075548,0.312065,0.417152,,,,,,,,,,,,-7.55583,7.45536,-2.83997,50,5.78914,4.28592,-132.30781,-1.28886,-13.30021,30.06401,-19.0507,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,c5924e60-890f-11f0-a84e-8d3a62d886e2,90.35651,,,8.40179,,,,,,,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:48:47.38,2025-09-03T16:48:47.3895424-05:00,2025-09-03T21:48:47.3895424Z,,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,8185856f-fdd1-44b0-bd26-d03ff83e5323,54.41978,-133.30833,15.03201,5.82148,-0.65486,-9.52535,-2.98997,4.72854,-6.65011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
15,2025-09-03,16:49:29.64,4,1,"Jasa, Carson",814215,Right,NEB,"Overbeek, Josh",802336,Left,NEB,Undefined,1,Top,2,0,0,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.785,-2.587221,-3.153333,2091.148779,220.621529,1:15,6.55112,1.72768,6.17063,-22.46352,11.73619,9.18323,2.28419,-0.42262,82.73775,-6.784678,-1.49862,0.420904,64.96312,53.309101,-90.684812,5105.095461,,,,,15.61042,,,-5.59839,7.07296,-1.49333,50,6.34319,6.81015,-130.28549,-6.60081,-9.6803,25.83805,-19.94408,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,dec543b0-890f-11f0-a84e-8d3a62d886e2,89.55124,22.40176,,7.04725,,,,1.61899,2.17845,0.45131,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:49:29.64,2025-09-03T16:49:29.6448512-05:00,2025-09-03T21:49:29.6448512Z,,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,2c75db84-8030-439a-a781-66189059782b,54.33204,-131.1418,12.91903,6.551,-5.93984,-9.97204,-1.72434,7.13096,-4.84015,36.76284,1.61926,-0.69317,-1.10581,,,,,,,2.17894,76.37899,-17.74863,,,,,,,0.45108,-56.91439,1.58256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Undefined,,,
16,2025-09-03,16:49:57.75,4,2,"Jasa, Carson",814215,Right,NEB,"Overbeek, Josh",802336,Left,NEB,Undefined,1,Top,2,0,1,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,91.07318,-1.914851,-3.416452,2041.269079,232.64142,1:45,6.21343,1.91991,6.17231,-22.53336,10.61209,12.62583,2.56322,-0.18724,84.00313,-6.124782,-1.142228,0.414365,82.72159,28.952678,-43.544764,4646.32314,72.79602,49.60186,-82.46652,257.83134,198.76496,-55.404074,3.916751,-7.4315,6.2841,-1.66741,50,6.05654,7.38085,-132.22107,-5.15249,-13.26614,25.97993,-20.95616,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,ef8aef60-890f-11f0-a84e-8d3a62d886e2,90.96428,54.24415,,7.07006,,,,0.19381,2.49878,0.35089,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:49:57.75,2025-09-03T16:49:57.7579008-05:00,2025-09-03T21:49:57.7579008Z,FlyBall,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,c3be08cb-89cb-4dce-bd68-434ddf14f2a0,54.33096,-133.06933,12.98996,6.2136,-4.46826,-10.47808,-1.91548,7.814,-6.63307,137.713362,0.19285,76.98251,-21.23218,5.87455,-1.59842,0.43737,-0.10403,0.01559,-0.00098,2.49983,58.69818,-17.9603,0.52228,0.34996,-0.22564,0.06987,-0.01049,0.0006,0.35123,-73.14608,7.32092,-0.8924,0.17947,-0.10087,0.03967,-0.00763,0.00055,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
17,2025-09-03,16:50:30.94,4,3,"Jasa, Carson",814215,Right,NEB,"Overbeek, Josh",802336,Left,NEB,Undefined,1,Top,2,0,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,90.97392,-2.968232,-1.540512,2279.487456,216.078923,1:15,6.6004,1.53541,6.03264,-18.56162,14.89788,10.11402,2.30135,0.95128,83.74644,-6.454918,0.280016,0.416324,83.97446,57.824113,-80.736965,4021.609856,,,,,15.84147,,,-5.63429,8.77583,-1.42054,50,6.35806,3.13283,-132.08183,-7.42685,-10.00609,26.73744,-16.58885,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,034dfc90-8910-11f0-a84e-8d3a62d886e2,90.53637,23.58177,,7.22748,,,,1.30528,1.71206,-0.68092,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:50:30.94,2025-09-03T16:50:30.9446144-05:00,2025-09-03T21:50:30.9446144Z,,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,17062796-c0c1-439e-a11f-f45be4304624,54.46981,-132.98358,13.36872,6.5991,-6.86738,-8.29443,-1.53189,3.4703,-5.00304,144.308439,1.30717,10.44557,-18.63872,,,,,,,1.71164,104.27207,-26.6278,,,,,,,-0.67868,-64.86416,-10.26169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Undefined,,,
18,2025-09-03,16:51:41.02,4,4,"Jasa, Carson",814215,Right,NEB,"Overbeek, Josh",802336,Left,NEB,Undefined,1,Top,2,0,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,91.2217,-1.546109,-2.974046,2269.063028,208.059277,1:00,6.66076,1.48365,6.08165,-16.39391,16.77383,8.41394,3.86184,-0.5693,83.8755,-4.657616,-1.46138,0.414505,,,,,,,,,,,,-5.08343,9.34371,-1.2579,50,6.53218,6.52428,-132.44199,-4.05699,-9.09673,26.3043,-15.45363,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,2d194c00-8910-11f0-a84e-8d3a62d886e2,90.9337,,,7.3462,,,,,,,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:51:41.02,2025-09-03T16:51:41.0220000-05:00,2025-09-03T21:51:41.0220000Z,,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,bea27017-75ba-4133-8dff-ccee9c1bb5cb,54.41945,-133.31684,13.15215,6.65856,-3.54302,-7.72681,-1.47992,6.82683,-4.54837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.95562,2.07328,0.752333,1.320947,-1.7021,3.60182,0.64644,-1.62688,6.5276,-0.32293,127.2942,6.52632,8.46054,-1.38745,108.07888,-8.02146,6.58495,16.23201,-12.30664,-0.41263,3.8567,2.14711,High,High,High,,,High,Medium,High
19,,,1,1,"Jasa, Carson",814215,Right,NEB,"Grego, Drew",10290580,Right,NEB,Undefined,2,Top,0,0,0,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,f4dcf9d0-8910-11f0-a84e-8d3a62d886e2,,,,,,,,,,,ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,,,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2025-09-03,16:54:13.85,1,2,"Jasa, Carson",814215,Right,NEB,"Grego, Drew",10290580,Right,NEB,Undefined,2,Top,0,1,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,96.77314,-3.843265,-1.86706,2397.76813,210.245697,1:00,6.77314,0.8943,6.25081,-13.02902,16.27229,8.98,2.13567,-0.0799,89.22877,-6.324173,-0.244906,0.389596,100.41777,0.439021,-16.924046,2798.512583,,,,47.7445,44.26578,-17.835803,0.331656,-5.15965,9.71827,-0.75986,50,6.48033,4.19579,-140.43965,-9.81712,-10.38841,29.39005,-12.60733,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,8825dc30-8910-11f0-a84e-8d3a62d886e2,96.74738,2.20948,,7.54437,,,,1.28636,2.19651,0.0667,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:54:13.85,2025-09-03T16:54:13.8550272-05:00,2025-09-03T21:54:13.8550272Z,GroundBall,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,bbe7795a-f8c9-48ba-89b0-70529c462c4f,54.25224,-141.32672,14.69502,6.7709,-9.4366,-6.30366,-0.89123,4.50934,-5.1942,56.260463,1.2918,140.67855,-22.7659,,,,,,,2.2024,0.89154,-22.76218,,,,,,,0.07033,-43.01866,-3.90963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Medium,,,
21,2025-09-03,16:54:50.06,2,1,"Jasa, Carson",814215,Right,NEB,"Nunez, Devin",830147,Left,NEB,Undefined,2,Top,1,0,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,97.06925,-2.416728,-1.956577,2455.523031,211.619713,1:00,6.80663,1.19909,6.22259,-11.85883,17.27615,10.09776,3.58572,0.23443,89.19851,-4.699722,-0.13402,0.388489,83.41104,68.91872,-110.935602,4916.456765,,,,,23.11633,,,-5.77603,9.88249,-1.05768,50,6.61957,4.38415,-141.02628,-6.28491,-11.7013,30.29277,-12.1537,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,9dc12bd0-8910-11f0-a84e-8d3a62d886e2,97.02317,55.19589,,7.87073,,,,1.80463,3.78,-0.30714,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:54:50.06,2025-09-03T16:54:50.0614656-05:00,2025-09-03T21:54:50.0614656Z,,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,77a48adc-540c-44a8-bc55-0df14855c20e,54.28045,-141.94275,15.14638,6.80415,-5.91722,-6.07685,-1.19567,4.73816,-5.85065,16.521991,1.80463,-15.72319,-8.81296,3.70097,-0.83492,-1.11564,4.22158,-6.67093,4.14903,3.78,114.14817,-32.82588,4.68287,-0.84171,-0.37033,1.5758,-2.43881,1.48798,-0.30714,-41.0983,0.90745,0.49428,-0.17863,-0.27338,1.06526,-1.70118,1.06506,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,
22,2025-09-03,16:55:08.45,2,2,"Jasa, Carson",814215,Right,NEB,"Nunez, Devin",830147,Left,NEB,Undefined,2,Top,1,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,67.63064,-2.604039,0.406667,1667.505205,202.832774,12:45,6.73424,1.11651,6.67366,-43.73278,15.53859,5.74831,0.70575,1.9676,62.79053,-10.74915,1.456416,0.554107,,,,,,,,,,,,-2.91992,9.5302,-1.14576,50,6.54238,-0.86068,-98.26306,-5.44172,-2.85668,15.47933,-22.85025,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,a8d7ea90-8910-11f0-a84e-8d3a62d886e2,68.02372,,,4.84011,,,,,,,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:55:08.45,2025-09-03T16:55:08.4500992-05:00,2025-09-03T21:55:08.4500992Z,,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,b2aa2635-0b9a-46e4-bad8-be2d9d0a3d3c,53.82603,-98.86394,7.73967,6.7364,-4.55472,-11.42513,-1.11451,-0.74979,-1.42834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
23,2025-09-03,16:55:21.83,2,3,"Jasa, Carson",814215,Right,NEB,"Nunez, Devin",830147,Left,NEB,Undefined,2,Top,1,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,96.98587,-4.007797,-2.774359,2471.088041,205.318919,12:45,6.81094,1.00781,6.37044,-10.58847,18.69143,8.39831,2.23032,-0.84723,88.75709,-6.069249,-1.255936,0.389454,,,,,,,,,,,,-5.12213,11.11524,-0.81085,50,6.5153,6.44695,-140.54448,-10.1084,-10.25957,31.43161,-9.9103,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,b0bc7c30-8910-11f0-a84e-8d3a62d886e2,96.78275,,,8.22878,,,,,,,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:55:21.83,2025-09-03T16:55:21.8336768-05:00,2025-09-03T21:55:21.8336768Z,,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,3719194e-dd45-4723-8f95-6d027c536959,54.13068,-141.46525,15.71581,6.80716,-9.81808,-4.95515,-1.00411,6.7475,-5.12978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
24,2025-09-03,16:55:35.10,2,4,"Jasa, Carson",814215,Right,NEB,"Nunez, Devin",830147,Left,NEB,Undefined,2,Top,1,2,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,96.72648,-4.334919,-2.521383,2423.953941,205.373305,12:45,6.75106,1.004,6.51735,-10.69642,18.60914,8.37575,1.87045,-0.61316,88.49339,-6.420129,-1.002217,0.389625,,,,,,,,,,,,-5.06677,11.22587,-0.83144,50,6.44302,5.81619,-140.15736,-10.87597,-10.08375,31.52716,-9.83265,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,b8988250-8910-11f0-a84e-8d3a62d886e2,96.7404,,,8.23308,,,,,,,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:55:35.10,2025-09-03T16:55:35.1054336-05:00,2025-09-03T21:55:35.1054336Z,,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,f35eb8a7-51fd-4326-9cef-2913eb4f539f,53.98355,-141.05058,15.76358,6.74721,-10.5974,-4.91633,-1.00027,6.10189,-5.04188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
25,2025-09-03,16:55:50.58,2,5,"Jasa, Carson",814215,Right,NEB,"Nunez, Devin",830147,Left,NEB,Undefined,2,Top,1,2,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,96.75298,-4.090108,-1.774914,2400.762035,210.370087,1:00,6.74991,1.17067,6.25104,-13.48205,16.03993,8.84851,1.84602,0.27058,88.66916,-6.661892,-0.176262,0.391061,,,,,,,,,,,,-5.11563,9.76512,-1.04308,50,6.43855,3.97125,-140.29287,-10.42841,-10.20376,31.49969,-12.69636,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,c1d550f0-8910-11f0-a84e-8d3a62d886e2,96.38512,,,8.08382,,,,,,,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:55:50.58,2025-09-03T16:55:50.5857536-05:00,2025-09-03T21:55:50.5857536Z,,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,1c082cd5-e712-419a-99e5-2faf2ffc4b51,54.25166,-141.24426,15.74985,6.74773,-10.04493,-6.34818,-1.16768,4.27943,-5.10188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
26,2025-09-03,16:56:21.24,3,1,"Jasa, Carson",814215,Right,NEB,"Buck, Jett",1000352885,Right,NEB,Undefined,2,Top,2,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,96.7917,-2.979739,-3.32738,2483.179419,210.230908,1:00,6.86599,0.97156,6.49325,-13.52717,15.41398,8.49934,2.99614,-1.37824,89.43533,-5.561697,-1.78809,0.387195,,,,,,,,,,,,-5.2565,9.06485,-0.74147,50,6.65026,7.81264,-140.50124,-7.70147,-10.63118,28.32215,-13.84056,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,d418ea10-8910-11f0-a84e-8d3a62d886e2,97.3475,,,7.35637,,,,,,,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:56:21.24,2025-09-03T16:56:21.2400128-05:00,2025-09-03T21:56:21.2400128Z,,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,8395a620-2050-4b36-8fb4-cc8bd5198869,54.00915,-141.30709,14.16107,6.86379,-7.30766,-6.92028,-0.96806,8.11513,-5.31559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
27,2025-09-03,16:56:33.09,3,2,"Jasa, Carson",814215,Right,NEB,"Buck, Jett",1000352885,Right,NEB,Undefined,2,Top,2,0,1,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,96.35488,-3.188984,-1.093153,2341.042455,217.304359,1:15,6.91364,0.70949,6.23611,-14.46162,15.08135,10.82138,2.76303,0.60269,88.77947,-5.931633,0.862225,0.3912,90.0862,39.331727,-0.61684,3753.052926,109.78647,78.27144,6.84681,318.1672,256.495,12.28541,5.271901,-5.92953,8.94111,-0.63329,50,6.66821,2.21182,-139.96821,-8.23605,-11.84336,29.5712,-14.3155,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,db26f1d0-8910-11f0-a84e-8d3a62d886e2,96.35092,98.27015,,7.57541,,,,0.48811,0.76207,-2.16708,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:56:33.09,2025-09-03T16:56:33.0966016-05:00,2025-09-03T21:56:33.0966016Z,FlyBall,v3,4865,4865,,"Fikes, Trey ",10277361,Right,NEB,21ed2079-ea00-4d0b-b296-87af0499b4c6,54.26708,-140.86684,14.7856,6.91188,-7.80102,-7.15775,-0.70598,2.57173,-5.92168,216.743557,0.49625,102.02842,-19.09311,3.6362,-0.154,-0.15765,0.04676,-0.00535,0.00022,0.76055,83.76155,-20.93672,1.59515,-0.07893,-0.09505,0.03951,-0.00618,0.00034,-2.17097,-1.02098,8.37804,-2.29242,0.3335,-0.00391,-0.00568,0.00055,-1E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
28,2025-09-03,16:59:51.54,1,1,"Cleavinger, Grant ",813539,Left,NEB,"Newhan, Nico ",814552,Right,NEB,Undefined,2,Bottom,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,91.86981,-0.598118,1.215133,2516.279992,127.540925,10:15,6.21324,-1.82176,5.58136,-18.29702,15.23383,-18.42387,4.12973,-2.22203,83.7568,-4.042678,-2.072301,0.416767,,,,,,,,,,,,9.61504,8.18922,1.72932,50,6.14999,-1.98212,-133.37909,-1.99914,17.28858,29.18542,-17.44923,NEB,NEB,UNebraska,TeamExclusive,Team,20250903-UNebraska-Private-2,51ab5e40-8911-11f0-a84e-8d3a62d886e2,90.43998,,,8.11301,,,,,,,ae614e11-b1b9-4508-b311-468f30c2a3a8,2025-09-03,21:59:51.54,2025-09-03T16:59:51.5432960-05:00,2025-09-03T21:59:51.5432960Z,,v3,4865,4865,,"Peterson, Elliott",830325,Right,NEB,43f3d084-d4be-420c-9072-a79d9b2a695c,54.91951,-134.45125,14.59271,6.21166,-1.35812,-8.72462,1.8138,-2.61724,8.64429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
